Rk,Player,Pos,Age,Tm,FG%,3P%,TRB,AST,STL,BLK,TOV,PTS
467,Kenrich Williams\willike04,SF,27,OKC,0.461,0.423,3.6,2.0,1.0,0.2,0.8,7.0
468,Lou Williams\willilo02,PG,35,ATL,0.395,0.341,1.6,1.2,0.7,0.1,1.0,6.8
469,Patrick Williams\willipa01,PF,20,CHI,0.565,0.500,2.2,0.6,0.6,0.4,0.4,6.6
470,Robert Williams\williro04,C,24,BOS,0.746,,8.1,1.1,0.8,1.7,1.1,9.1
471,Ziaire Williams\willizi02,SF,20,MEM,0.354,0.246,1.5,0.6,0.4,0.3,0.6,4.7
472,Dylan Windler\windldy01,SF,25,CLE,0.442,0.379,1.7,0.9,0.3,0.1,0.4,2.7
473,Justise Winslow\winslju01,SF,25,LAC,0.404,0.231,2.1,1.0,0.5,0.4,0.9,2.4
474,Cassius Winston\winstca01,PG,23,WAS,0.000,0.000,0.0,1.0,0.0,0.0,0.5,1.0
475,Christian Wood\woodch01,C,26,HOU,0.458,0.344,11.1,2.3,0.6,1.0,1.9,16.5
476,Robert Woodard\woodaro01,SF,22,SAC,,,0.0,0.0,0.0,0.0,0.0,0.0
477,Delon Wright\wrighde01,SG,29,ATL,0.368,0.348,2.7,2.2,0.7,0.2,0.5,2.8
478,McKinley Wright IV\wrighmc01,PG,23,MIN,1.000,1.000,0.0,0.0,0.0,0.0,1.0,3.0
479,Thaddeus Young\youngth01,PF,33,SAS,0.566,0.000,3.4,2.5,0.9,0.3,1.0,6.2
480,Trae Young\youngtr01,PG,23,ATL,0.461,0.383,4.1,9.3,1.0,0.1,4.1,27.0
481,Omer Yurtseven\yurtsom01,C,23,MIA,0.521,0.000,2.1,0.5,0.1,0.5,0.4,3.1
482,Cody Zeller\zelleco01,C,29,POR,0.566,0.000,4.6,0.8,0.3,0.3,0.7,5.1
483,Ivica Zubac\zubaciv01,C,24,LAC,0.665,,7.9,1.1,0.6,1.1,1.3,9.8
